,ligand,receptor
0,BDNF,TRPC1
1,CXCL12,GNAI2
2,PF4,GNAI2
3,EPOR,TRPC3
4,EPOR,EPO
5,IL10,EPO
6,IFNG,EPO
7,KITLG,EPO
8,PTPN6,EPO
9,CSF2,EPO
10,IL1B,EPO
11,IL3,EPO
12,IL6R,EPO
13,IL9,EPO
14,KL,TRPV6
15,S100A10,TRPV6
16,RGS2,TRPV6
17,FGF3,NTRK2
18,IGF1,NTRK2
19,IGF2,NTRK2
20,FLT3LG,NTRK2
21,KITLG,NTRK2
22,EGF,NTRK2
23,NGF,NTRK2
24,TGFA,NTRK2
25,CSF1,NTRK2
26,HGF,NTRK2
27,INS,NTRK2
28,AREG,NTRK2
29,PDGFC,NTRK2
30,PDGFA,NTRK2
31,PDGFB,NTRK2
32,FGF1,NTRK2
33,FGF2,NTRK2
34,FGF4,NTRK2
35,FGF7,NTRK2
36,FGF8,NTRK2
37,FGF9,NTRK2
38,FGF10,NTRK2
39,VEGFB,NTRK2
40,EFNA1,NTRK2
41,EFNA2,NTRK2
42,EFNA5,NTRK2
43,EFNA3,NTRK2
44,EFNA4,NTRK2
45,ANGPT2,NTRK2
46,ANGPT1,NTRK2
47,ANGPT4,NTRK2
48,PDGFD,NTRK2
49,FGF6,NTRK2
50,FGF17,NTRK2
51,FGF18,NTRK2
52,FGF22,NTRK2
53,BDNF,NTRK2
54,NTF3,NTRK2
55,EREG,NTRK2
56,VEGFA,NTRK2
57,VEGFC,NTRK2
58,VEGFD,NTRK2
59,NTF4,NTRK2
60,FGF5,NTRK2
61,FGF19,NTRK2
62,FGF16,NTRK2
63,FGF21,NTRK2
64,FGF20,NTRK2
65,FGF23,NTRK2
66,PGF,NTRK2
67,FGF3,EPHA3
68,IGF1,EPHA3
69,IGF2,EPHA3
70,FLT3LG,EPHA3
71,KITLG,EPHA3
72,EGF,EPHA3
73,NGF,EPHA3
74,TGFA,EPHA3
75,CSF1,EPHA3
76,HGF,EPHA3
77,INS,EPHA3
78,AREG,EPHA3
79,PDGFC,EPHA3
80,PDGFA,EPHA3
81,PDGFB,EPHA3
82,FGF1,EPHA3
83,FGF2,EPHA3
84,FGF4,EPHA3
85,FGF7,EPHA3
86,FGF8,EPHA3
87,FGF9,EPHA3
88,FGF10,EPHA3
89,VEGFB,EPHA3
90,EFNA1,EPHA3
91,EFNA2,EPHA3
92,EFNA5,EPHA3
93,EFNA3,EPHA3
94,EFNA4,EPHA3
95,EFNB2,EPHA3
96,ANGPT2,EPHA3
97,ANGPT1,EPHA3
98,ANGPT4,EPHA3
99,PDGFD,EPHA3
100,FGF6,EPHA3
101,FGF17,EPHA3
102,FGF18,EPHA3
103,FGF22,EPHA3
104,BDNF,EPHA3
105,NTF3,EPHA3
106,EREG,EPHA3
107,VEGFA,EPHA3
108,VEGFC,EPHA3
109,VEGFD,EPHA3
110,NTF4,EPHA3
111,FGF5,EPHA3
112,FGF19,EPHA3
113,FGF16,EPHA3
114,FGF21,EPHA3
115,FGF20,EPHA3
116,FGF23,EPHA3
117,PGF,EPHA3
118,FGF3,EPHA4
119,IGF1,EPHA4
120,IGF2,EPHA4
121,FLT3LG,EPHA4
122,KITLG,EPHA4
123,EGF,EPHA4
124,NGF,EPHA4
125,TGFA,EPHA4
126,CSF1,EPHA4
127,HGF,EPHA4
128,INS,EPHA4
129,AREG,EPHA4
130,PDGFC,EPHA4
131,PDGFA,EPHA4
132,PDGFB,EPHA4
133,FGF1,EPHA4
134,FGF2,EPHA4
135,FGF4,EPHA4
136,FGF7,EPHA4
137,FGF8,EPHA4
138,FGF9,EPHA4
139,FGF10,EPHA4
140,VEGFB,EPHA4
141,EFNA1,EPHA4
142,EFNA2,EPHA4
143,EFNA5,EPHA4
144,EFNB3,EPHA4
145,EFNA3,EPHA4
146,EFNA4,EPHA4
147,EFNB2,EPHA4
148,ANGPT2,EPHA4
149,ANGPT1,EPHA4
150,ANGPT4,EPHA4
151,PDGFD,EPHA4
152,FGF6,EPHA4
153,FGF17,EPHA4
154,FGF18,EPHA4
155,FGF22,EPHA4
156,FGFR3,EPHA4
157,BDNF,EPHA4
158,NTF3,EPHA4
159,EFNB1,EPHA4
160,EREG,EPHA4
161,VEGFA,EPHA4
162,VEGFC,EPHA4
163,VEGFD,EPHA4
164,NTF4,EPHA4
165,FGFR4,EPHA4
166,FGF5,EPHA4
167,FGF19,EPHA4
168,FGF16,EPHA4
169,FGF21,EPHA4
170,FGF20,EPHA4
171,FGF23,EPHA4
172,PGF,EPHA4
173,BDNF,GRIN2A
174,ANXA1,GRIN2A
175,IL16,GRIN2A
176,IFNG,GRIA1
177,BDNF,GRIA1
178,GCG,GRIA1
179,NTS,GRIA1
180,C1QL1,GRIA1
181,EGF,RACK1
182,AGTRAP,RACK1
183,FAS,PTPRC
184,LGALS9,PTPRC
185,LGALS1,PTPRC
186,NID1,PTPRF
187,LRRC4B,PTPRF
188,CD80,CTLA4
189,ICOSLG,CTLA4
190,IL1B,GRIN2B
191,EFNB2,GRIN2B
192,BDNF,GRIN2B
193,VEGFA,GRIN2B
194,IL16,GRIN2B
195,PTPN11,LAT
196,PTPN6,LAT
197,HLA-A,LAT
198,CD8A,LAT
199,CD8B,LAT
200,RAC1,PRKCA
201,TLN1,PRKCA
202,MST1,PRKCA
203,PTPN11,PRKCA
204,PTPN6,PRKCA
205,IL1B,PRKCA
206,FLT4,PRKCA
207,VEGFC,PRKCA
208,VEGFD,PRKCA
209,VCL,PRKCA
210,SNCA,PRKCA
211,RAC1,ITGB1
212,TLN1,ITGB1
213,CSF2,ITGB1
214,HGF,ITGB1
215,TGFB1,ITGB1
216,TGFB3,ITGB1
217,ANGPT1,ITGB1
218,MDK,ITGB1
219,FLT4,ITGB1
220,CXCL12,ITGB1
221,VEGFA,ITGB1
222,VEGFC,ITGB1
223,VEGFD,ITGB1
224,RELN,ITGB1
225,VTN,ITGB1
226,SEMA7A,ITGB1
227,THBS1,ITGB1
228,THBS2,ITGB1
229,VWF,ITGB1
230,VCAM1,ITGB1
231,VCAN,ITGB1
232,LGALS1,ITGB1
233,COMP,ITGB1
234,LAMB1,ITGB1
235,LAMA4,ITGB1
236,LAMA5,ITGB1
237,LAMC1,ITGB1
238,LGALS3BP,ITGB1
239,LAMC2,ITGB1
240,NID1,ITGB1
241,TNC,ITGB1
242,LUM,ITGB1
243,TFF2,ITGB1
244,TFF1,ITGB1
245,COL6A3,ITGB1
246,JAM3,ITGB1
247,PLG,ITGB1
248,LAMA3,ITGB1
249,FBLN1,ITGB1
250,ICAM4,ITGB1
251,LAMC3,ITGB1
252,ANGPTL2,ITGB1
253,COL16A1,ITGB1
254,LAMA1,ITGB1
255,LAMB3,ITGB1
256,SPP1,ITGB1
257,LAMA2,ITGB1
258,LAMB2,ITGB1
259,CHAD,ITGB1
260,NPNT,ITGB1
261,DSPP,ITGB1
262,SPON2,ITGB1
263,COL6A6,ITGB1
264,THBS4,ITGB1
265,WISP1,ITGB1
266,CLEC11A,ITGB1
267,PLA2G2A,ITGB1
268,DUSP18,ITGB1
269,COL11A2,ITGB1
270,CSF3,PLAUR
271,IL1B,PLAUR
272,IFNA1,PLAUR
273,BMP8B,PLAUR
274,KNG1,PLAUR
275,VTN,PLAUR
276,PLG,PLAUR
277,TLN1,ITGB3
278,CCNA2,ITGB3
279,CSF1,ITGB3
280,TGFB1,ITGB3
281,TGFB3,ITGB3
282,FGF2,ITGB3
283,KDR,ITGB3
284,CXCL12,ITGB3
285,CX3CL1,ITGB3
286,VEGFA,ITGB3
287,RELN,ITGB3
288,VTN,ITGB3
289,THBS1,ITGB3
290,THBS2,ITGB3
291,VWF,ITGB3
292,PLAUR,ITGB3
293,COMP,ITGB3
294,LAMB1,ITGB3
295,LAMA4,ITGB3
296,LAMA5,ITGB3
297,LAMC1,ITGB3
298,LAMC2,ITGB3
299,NID1,ITGB3
300,TNC,ITGB3
301,MFGE8,ITGB3
302,COL6A3,ITGB3
303,LAMA3,ITGB3
304,DMP1,ITGB3
305,ICAM4,ITGB3
306,LAMC3,ITGB3
307,ANGPTL3,ITGB3
308,LAMA1,ITGB3
309,LAMB3,ITGB3
310,SPP1,ITGB3
311,FBLN2,ITGB3
312,LAMA2,ITGB3
313,LAMB2,ITGB3
314,EDIL3,ITGB3
315,CHAD,ITGB3
316,COL6A6,ITGB3
317,THBS4,ITGB3
318,IL32,ITGB3
319,PLA2G2A,ITGB3
320,CYR61,ITGB3
321,COL11A2,ITGB3
322,WNT1,ITGB4
323,KIT,ITGB4
324,EGF,ITGB4
325,EPHA3,ITGB4
326,TEK,ITGB4
327,FGFR3,ITGB4
328,KDR,ITGB4
329,FLT4,ITGB4
330,DDR1,ITGB4
331,RELN,ITGB4
332,VTN,ITGB4
333,FGFR4,ITGB4
334,THBS1,ITGB4
335,THBS2,ITGB4
336,VWF,ITGB4
337,COMP,ITGB4
338,LAMB1,ITGB4
339,LAMA4,ITGB4
340,LAMA5,ITGB4
341,LAMC1,ITGB4
342,LAMC2,ITGB4
343,TNC,ITGB4
344,COL6A3,ITGB4
345,LAMA3,ITGB4
346,LAMC3,ITGB4
347,LAMA1,ITGB4
348,LAMB3,ITGB4
349,SPP1,ITGB4
350,LAMA2,ITGB4
351,LAMB2,ITGB4
352,CHAD,ITGB4
353,COL6A6,ITGB4
354,THBS4,ITGB4
355,ECM1,ITGB4
356,DUSP18,ITGB4
357,COL11A2,ITGB4
358,ICAM1,SPN
359,PTPN6,CD3E
360,CD80,CD3E
361,IL23A,CD3E
362,IL12B,CD3E
363,LGI3,FLOT1
364,SEMA3A,PLXNA2
365,SEMA6B,PLXNA2
366,CD5L,CD5
367,NECTIN2,CD226
368,NOTCH1,APP
369,IGF1,APP
370,CD40LG,APP
371,TGFB1,APP
372,IAPP,APP
373,IL18,APP
374,SLIT2,APP
375,APOE,APP
376,SPON1,APP
377,PTPN6,CD300LF
378,PTPN6,PECAM1
379,EFNB2,PECAM1
380,KDR,PECAM1
381,CD177,PECAM1
382,KDR,PTPRJ
383,VEGFA,PTPRJ
384,THBS1,PTPRJ
385,CD58,CD2
386,CD59,CD2
387,CD48,CD2
388,FGF3,PDGFRB
389,TP53,PDGFRB
390,IGF1,PDGFRB
391,RAC1,PDGFRB
392,KIT,PDGFRB
393,IGF2,PDGFRB
394,FLT3LG,PDGFRB
395,KITLG,PDGFRB
396,EGF,PDGFRB
397,NGF,PDGFRB
398,TGFA,PDGFRB
399,PTPN11,PDGFRB
400,CSF1,PDGFRB
401,HGF,PDGFRB
402,INS,PDGFRB
403,AREG,PDGFRB
404,PDGFC,PDGFRB
405,PDGFA,PDGFRB
406,PDGFB,PDGFRB
407,FGF1,PDGFRB
408,FGF2,PDGFRB
409,FGF4,PDGFRB
410,FGF7,PDGFRB
411,FGF8,PDGFRB
412,FGF9,PDGFRB
413,FGF10,PDGFRB
414,VEGFB,PDGFRB
415,EFNA1,PDGFRB
416,EFNA2,PDGFRB
417,EFNA5,PDGFRB
418,EFNA3,PDGFRB
419,EFNA4,PDGFRB
420,ANGPT2,PDGFRB
421,ANGPT1,PDGFRB
422,ANGPT4,PDGFRB
423,PDGFD,PDGFRB
424,FGF6,PDGFRB
425,FGF17,PDGFRB
426,FGF18,PDGFRB
427,FGF22,PDGFRB
428,BDNF,PDGFRB
429,NTF3,PDGFRB
430,EREG,PDGFRB
431,VEGFA,PDGFRB
432,VEGFC,PDGFRB
433,VEGFD,PDGFRB
434,NTF4,PDGFRB
435,FGF11,PDGFRB
436,FGF14,PDGFRB
437,FGF12,PDGFRB
438,FGF13,PDGFRB
439,FGF5,PDGFRB
440,FGF19,PDGFRB
441,FGF16,PDGFRB
442,FGF21,PDGFRB
443,FGF20,PDGFRB
444,FGF23,PDGFRB
445,PGF,PDGFRB
446,MFGE8,PDGFRB
447,PTPN6,CD247
448,CD80,CD247
449,PTPN6,CD79A
450,CXCL8,CD79A
451,CXCL9,FCGR2A
452,PTPN6,CD79B
453,FGF3,AATK
454,IGF1,AATK
455,IGF2,AATK
456,FLT3LG,AATK
457,KITLG,AATK
458,EGF,AATK
459,NGF,AATK
460,TGFA,AATK
461,CSF1,AATK
462,HGF,AATK
463,INS,AATK
464,AREG,AATK
465,PDGFC,AATK
466,PDGFA,AATK
467,PDGFB,AATK
468,FGF1,AATK
469,FGF2,AATK
470,FGF4,AATK
471,FGF7,AATK
472,FGF8,AATK
473,FGF9,AATK
474,FGF10,AATK
475,VEGFB,AATK
476,EFNA1,AATK
477,EFNA2,AATK
478,EFNA5,AATK
479,EFNA3,AATK
480,EFNA4,AATK
481,ANGPT2,AATK
482,ANGPT1,AATK
483,ANGPT4,AATK
484,PDGFD,AATK
485,FGF6,AATK
486,FGF17,AATK
487,FGF18,AATK
488,FGF22,AATK
489,BDNF,AATK
490,NTF3,AATK
491,EREG,AATK
492,VEGFA,AATK
493,VEGFC,AATK
494,VEGFD,AATK
495,NTF4,AATK
496,FGF5,AATK
497,FGF19,AATK
498,FGF16,AATK
499,FGF21,AATK
500,FGF20,AATK
501,FGF23,AATK
502,PGF,AATK
503,PTPN6,CD3G
504,CD80,CD3G
505,HLA-A,CD3G
506,HLA-B,CD3G
507,HLA-C,CD3G
508,FGF3,EPHB2
509,IGF1,EPHB2
510,IGF2,EPHB2
511,FLT3LG,EPHB2
512,KITLG,EPHB2
513,EGF,EPHB2
514,NGF,EPHB2
515,TGFA,EPHB2
516,CSF1,EPHB2
517,HGF,EPHB2
518,TGFB1,EPHB2
519,INS,EPHB2
520,AREG,EPHB2
521,PDGFC,EPHB2
522,PDGFA,EPHB2
523,PDGFB,EPHB2
524,FGF1,EPHB2
525,FGF2,EPHB2
526,FGF4,EPHB2
527,FGF7,EPHB2
528,FGF8,EPHB2
529,FGF9,EPHB2
530,FGF10,EPHB2
531,VEGFB,EPHB2
532,EFNA1,EPHB2
533,EFNA2,EPHB2
534,EFNA5,EPHB2
535,EFNB3,EPHB2
536,EFNA3,EPHB2
537,EFNA4,EPHB2
538,EFNB2,EPHB2
539,ANGPT2,EPHB2
540,ANGPT1,EPHB2
541,ANGPT4,EPHB2
542,PDGFD,EPHB2
543,FGF6,EPHB2
544,FGF17,EPHB2
545,FGF18,EPHB2
546,FGF22,EPHB2
547,BDNF,EPHB2
548,NTF3,EPHB2
549,EFNB1,EPHB2
550,AFDN,EPHB2
551,CXCL12,EPHB2
552,EREG,EPHB2
553,VEGFA,EPHB2
554,VEGFC,EPHB2
555,VEGFD,EPHB2
556,NTF4,EPHB2
557,TNFSF11,EPHB2
558,L1CAM,EPHB2
559,FGF5,EPHB2
560,FGF19,EPHB2
561,FGF16,EPHB2
562,FGF21,EPHB2
563,FGF20,EPHB2
564,FGF23,EPHB2
565,PGF,EPHB2
566,FGF3,ERBB3
567,IGF1,ERBB3
568,IGF2,ERBB3
569,FLT3LG,ERBB3
570,KITLG,ERBB3
571,EGF,ERBB3
572,NRG1,ERBB3
573,NGF,ERBB3
574,TGFA,ERBB3
575,PTPN11,ERBB3
576,CSF1,ERBB3
577,HGF,ERBB3
578,INS,ERBB3
579,NRG3,ERBB3
580,AREG,ERBB3
581,NRG4,ERBB3
582,LRIG1,ERBB3
583,PDGFC,ERBB3
584,PDGFA,ERBB3
585,PDGFB,ERBB3
586,FGF1,ERBB3
587,FGF2,ERBB3
588,FGF4,ERBB3
589,FGF7,ERBB3
590,FGF8,ERBB3
591,FGF9,ERBB3
592,FGF10,ERBB3
593,VEGFB,ERBB3
594,EFNA1,ERBB3
595,EFNA2,ERBB3
596,EFNA5,ERBB3
597,EFNA3,ERBB3
598,EFNA4,ERBB3
599,ANGPT2,ERBB3
600,ANGPT1,ERBB3
601,ANGPT4,ERBB3
602,NRG2,ERBB3
603,BTC,ERBB3
604,PDGFD,ERBB3
605,FGF6,ERBB3
606,FGF17,ERBB3
607,FGF18,ERBB3
608,FGF22,ERBB3
609,BDNF,ERBB3
610,NTF3,ERBB3
611,EREG,ERBB3
612,VEGFA,ERBB3
613,VEGFC,ERBB3
614,VEGFD,ERBB3
615,GDF15,ERBB3
616,NTF4,ERBB3
617,L1CAM,ERBB3
618,FGF5,ERBB3
619,FGF19,ERBB3
620,FGF16,ERBB3
621,FGF21,ERBB3
622,FGF20,ERBB3
623,FGF23,ERBB3
624,PGF,ERBB3
625,KL,IGF1R
626,FGF3,IGF1R
627,TP53,IGF1R
628,IGF1,IGF1R
629,IGF2,IGF1R
630,FLT3LG,IGF1R
631,KITLG,IGF1R
632,EGF,IGF1R
633,NGF,IGF1R
634,TGFA,IGF1R
635,PTPN11,IGF1R
636,CSF1,IGF1R
637,HGF,IGF1R
638,INS,IGF1R
639,PRL,IGF1R
640,AREG,IGF1R
641,PDGFC,IGF1R
642,PDGFA,IGF1R
643,PDGFB,IGF1R
644,FGF1,IGF1R
645,FGF2,IGF1R
646,FGF4,IGF1R
647,FGF7,IGF1R
648,FGF8,IGF1R
649,FGF9,IGF1R
650,FGF10,IGF1R
651,VEGFB,IGF1R
652,EFNA1,IGF1R
653,EFNA2,IGF1R
654,EFNA5,IGF1R
655,EFNA3,IGF1R
656,EFNA4,IGF1R
657,ANGPT2,IGF1R
658,ANGPT1,IGF1R
659,ANGPT4,IGF1R
660,PDGFD,IGF1R
661,FGF6,IGF1R
662,FGF17,IGF1R
663,FGF18,IGF1R
664,FGF22,IGF1R
665,BDNF,IGF1R
666,NTF3,IGF1R
667,EREG,IGF1R
668,VEGFA,IGF1R
669,VEGFC,IGF1R
670,VEGFD,IGF1R
671,NTF4,IGF1R
672,FGF11,IGF1R
673,FGF14,IGF1R
674,FGF12,IGF1R
675,FGF13,IGF1R
676,FGF5,IGF1R
677,FGF19,IGF1R
678,FGF16,IGF1R
679,FGF21,IGF1R
680,FGF20,IGF1R
681,FGF23,IGF1R
682,PGF,IGF1R
683,FGF3,KIT
684,IGF1,KIT
685,IGF2,KIT
686,FLT3LG,KIT
687,KITLG,KIT
688,EGF,KIT
689,NGF,KIT
690,TGFA,KIT
691,PTPN11,KIT
692,PTPN6,KIT
693,CSF1,KIT
694,HGF,KIT
695,INS,KIT
696,AREG,KIT
697,PDGFC,KIT
698,PDGFA,KIT
699,PDGFB,KIT
700,FGF1,KIT
701,FGF2,KIT
702,FGF4,KIT
703,FGF7,KIT
704,FGF8,KIT
705,FGF9,KIT
706,FGF10,KIT
707,VEGFB,KIT
708,EFNA1,KIT
709,EFNA2,KIT
710,EFNA5,KIT
711,EFNA3,KIT
712,EFNA4,KIT
713,ANGPT2,KIT
714,ANGPT1,KIT
715,ANGPT4,KIT
716,PDGFD,KIT
717,FGF6,KIT
718,FGF17,KIT
719,FGF18,KIT
720,FGF22,KIT
721,BDNF,KIT
722,NTF3,KIT
723,EREG,KIT
724,VEGFA,KIT
725,VEGFC,KIT
726,VEGFD,KIT
727,NTF4,KIT
728,FGF5,KIT
729,FGF19,KIT
730,FGF16,KIT
731,FGF21,KIT
732,FGF20,KIT
733,FGF23,KIT
734,PGF,KIT
735,CLEC11A,KIT
736,FGF3,MST1R
737,IGF1,MST1R
738,IGF2,MST1R
739,FLT3LG,MST1R
740,KITLG,MST1R
741,EGF,MST1R
742,MST1,MST1R
743,NGF,MST1R
744,TGFA,MST1R
745,CSF1,MST1R
746,HGF,MST1R
747,TGFB1,MST1R
748,INS,MST1R
749,AREG,MST1R
750,PDGFC,MST1R
751,PDGFA,MST1R
752,PDGFB,MST1R
753,FGF1,MST1R
754,FGF2,MST1R
755,FGF4,MST1R
756,FGF7,MST1R
757,FGF8,MST1R
758,FGF9,MST1R
759,FGF10,MST1R
760,VEGFB,MST1R
761,EFNA1,MST1R
762,EFNA2,MST1R
763,EFNA5,MST1R
764,EFNA3,MST1R
765,EFNA4,MST1R
766,ANGPT2,MST1R
767,ANGPT1,MST1R
768,ANGPT4,MST1R
769,PDGFD,MST1R
770,FGF6,MST1R
771,FGF17,MST1R
772,FGF18,MST1R
773,FGF22,MST1R
774,BDNF,MST1R
775,NTF3,MST1R
776,EREG,MST1R
777,VEGFA,MST1R
778,VEGFC,MST1R
779,VEGFD,MST1R
780,NTF4,MST1R
781,FGF5,MST1R
782,FGF19,MST1R
783,FGF16,MST1R
784,FGF21,MST1R
785,FGF20,MST1R
786,FGF23,MST1R
787,PGF,MST1R
788,EGF,PLD2
789,TEK,PLD2
790,ANGPT1,PLD2
791,PI3,PLD2
792,ARF6,PLD2
793,ARF4,PLD2
794,SNCA,PLD2
795,FGF2,SDC3
796,MDK,SDC3
797,PTN,SDC3
798,CXCL8,SDC3
799,AGRP,SDC3
800,PSPN,SDC3
801,THBS1,SDC3
802,THBS2,SDC3
803,COMP,SDC3
804,TNC,SDC3
805,COL6A3,SDC3
806,ANGPTL4,SDC3
807,COL6A6,SDC3
808,THBS4,SDC3
809,COL11A2,SDC3
810,SLIT2,DCC
811,NTN1,DCC
812,NTN4,DCC
813,DRAXIN,DCC
814,TGFB1,CD28
815,FASLG,CD28
816,CD80,CD28
817,IL2,CD28
818,IL12A,CD28
819,HLA-A,CD28
820,ICOSLG,CD28
821,CD8A,CD28
822,HLA-DRA,CD28
823,HLA-DRB1,CD28
824,CD8B,CD28
825,WNT1,CD36
826,INS,CD36
827,SAA1,CD36
828,THBS1,CD36
829,THBS2,CD36
830,COMP,CD36
831,S100A8,CD36
832,S100A12,CD36
833,S100A9,CD36
834,THBS4,CD36
835,TP53,FASLG
836,IFNG,FASLG
837,IL12A,FASLG
838,IL12B,FASLG
839,TNFRSF6B,FASLG
840,KIT,CSF2RB
841,PTPN11,CSF2RB
842,PTPN6,CSF2RB
843,CSF3,CSF2RB
844,CSF2,CSF2RB
845,IL3,CSF2RB
846,IL5,CSF2RB
847,KDR,CSF2RB
848,PTPN6,IL7R
849,TSLP,IL7R
850,IL7,IL7R
851,IL6,IL2RB
852,PTPN6,IL2RB
853,IL2,IL2RB
854,IL15,IL2RB
855,IL1RN,IL2RB
856,IL15RA,IL2RB
857,HLA-A,IL2RB
858,CD8A,IL2RB
859,CD8B,IL2RB
860,FGF3,ERBB2
861,IGF1,ERBB2
862,EPO,ERBB2
863,IFNG,ERBB2
864,IGF2,ERBB2
865,FLT3LG,ERBB2
866,KITLG,ERBB2
867,EGF,ERBB2
868,NRG1,ERBB2
869,NGF,ERBB2
870,TGFA,ERBB2
871,PTPN11,ERBB2
872,CSF1,ERBB2
873,HGF,ERBB2
874,TGFB1,ERBB2
875,TNF,ERBB2
876,INS,ERBB2
877,NRG3,ERBB2
878,AREG,ERBB2
879,HBEGF,ERBB2
880,NRG4,ERBB2
881,LRIG1,ERBB2
882,PDGFC,ERBB2
883,PDGFA,ERBB2
884,PDGFB,ERBB2
885,FGF1,ERBB2
886,FGF2,ERBB2
887,FGF4,ERBB2
888,FGF7,ERBB2
889,FGF8,ERBB2
890,FGF9,ERBB2
891,FGF10,ERBB2
892,VEGFB,ERBB2
893,EFNA1,ERBB2
894,EFNA2,ERBB2
895,EFNA5,ERBB2
896,EFNA3,ERBB2
897,EFNA4,ERBB2
898,ANGPT2,ERBB2
899,ANGPT1,ERBB2
900,ANGPT4,ERBB2
901,NRG2,ERBB2
902,LEP,ERBB2
903,BTC,ERBB2
904,PDGFD,ERBB2
905,FGF6,ERBB2
906,FGF17,ERBB2
907,FGF18,ERBB2
908,FGF22,ERBB2
909,BDNF,ERBB2
910,NTF3,ERBB2
911,EFNB1,ERBB2
912,EREG,ERBB2
913,VEGFA,ERBB2
914,VEGFC,ERBB2
915,VEGFD,ERBB2
916,GDF15,ERBB2
917,NTF4,ERBB2
918,L1CAM,ERBB2
919,FGF5,ERBB2
920,FGF19,ERBB2
921,FGF16,ERBB2
922,FGF21,ERBB2
923,FGF20,ERBB2
924,FGF23,ERBB2
925,PGF,ERBB2
926,HLA-A,ERBB2
927,HLA-E,ERBB2
928,S100A4,ERBB2
929,IL4,FCER2
930,CSF2,FCER2
931,IL2,FCER2
932,FGF3,KDR
933,IGF1,KDR
934,RAC1,KDR
935,IGF2,KDR
936,FLT3LG,KDR
937,KITLG,KDR
938,IL6,KDR
939,EGF,KDR
940,NGF,KDR
941,TGFA,KDR
942,PTPN11,KDR
943,PTPN6,KDR
944,CSF1,KDR
945,HGF,KDR
946,INS,KDR
947,AREG,KDR
948,PDGFC,KDR
949,PDGFA,KDR
950,PDGFB,KDR
951,FGF1,KDR
952,FGF2,KDR
953,FGF4,KDR
954,FGF7,KDR
955,FGF8,KDR
956,FGF9,KDR
957,FGF10,KDR
958,VEGFB,KDR
959,EFNA1,KDR
960,EFNA2,KDR
961,EFNA5,KDR
962,EFNA3,KDR
963,EFNA4,KDR
964,ANGPT2,KDR
965,ANGPT1,KDR
966,ANGPT4,KDR
967,LEP,KDR
968,PDGFD,KDR
969,FGF6,KDR
970,FGF17,KDR
971,FGF18,KDR
972,FGF22,KDR
973,FLT4,KDR
974,BDNF,KDR
975,NTF3,KDR
976,CCL23,KDR
977,CXCL8,KDR
978,EREG,KDR
979,VEGFA,KDR
980,VEGFC,KDR
981,VEGFD,KDR
982,NTF4,KDR
983,HCRT,KDR
984,PTHLH,KDR
985,VTN,KDR
986,FGF5,KDR
987,FGF19,KDR
988,FGF16,KDR
989,FGF21,KDR
990,FGF20,KDR
991,FGF23,KDR
992,PGF,KDR
993,SEMA6D,KDR
994,GREM1,KDR
995,NRP1,KDR
996,MDK,PTPRZ1
997,CNTN1,PTPRZ1
998,PTN,PTPRZ1
999,L1CAM,PTPRZ1
1000,IL34,PTPRZ1
1001,TNC,PTPRZ1
1002,TP53,FAS
1003,IFNG,FAS
1004,IFNB1,FAS
1005,TNF,FAS
1006,FASLG,FAS
1007,TNFSF13,FAS
1008,ADIPOQ,FAS
1009,S100B,FAS
1010,WNT5A,MCAM
1011,EDN1,MCAM
1012,NTN1,MCAM
1013,FGF3,TYRO3
1014,IGF1,TYRO3
1015,IGF2,TYRO3
1016,FLT3LG,TYRO3
1017,KITLG,TYRO3
1018,EGF,TYRO3
1019,NGF,TYRO3
1020,TGFA,TYRO3
1021,CSF1,TYRO3
1022,HGF,TYRO3
1023,INS,TYRO3
1024,AREG,TYRO3
1025,PDGFC,TYRO3
1026,PDGFA,TYRO3
1027,PDGFB,TYRO3
1028,FGF1,TYRO3
1029,FGF2,TYRO3
1030,FGF4,TYRO3
1031,FGF7,TYRO3
1032,FGF8,TYRO3
1033,FGF9,TYRO3
1034,FGF10,TYRO3
1035,VEGFB,TYRO3
1036,EFNA1,TYRO3
1037,EFNA2,TYRO3
1038,EFNA5,TYRO3
1039,EFNA3,TYRO3
1040,EFNA4,TYRO3
1041,ANGPT2,TYRO3
1042,ANGPT1,TYRO3
1043,ANGPT4,TYRO3
1044,GAS6,TYRO3
1045,PDGFD,TYRO3
1046,FGF6,TYRO3
1047,FGF17,TYRO3
1048,FGF18,TYRO3
1049,FGF22,TYRO3
1050,BDNF,TYRO3
1051,NTF3,TYRO3
1052,EREG,TYRO3
1053,VEGFA,TYRO3
1054,VEGFC,TYRO3
1055,VEGFD,TYRO3
1056,NTF4,TYRO3
1057,FGF5,TYRO3
1058,FGF19,TYRO3
1059,FGF16,TYRO3
1060,FGF21,TYRO3
1061,FGF20,TYRO3
1062,FGF23,TYRO3
1063,PGF,TYRO3
1064,L1CAM,CNTN1
1065,TNC,CNTN1
1066,CNTN2,CNTN1
1067,COL6A3,GP6
1068,COL6A5,GP6
1069,COL6A6,GP6
1070,COL11A2,GP6
1071,HGF,CD44
1072,TNF,CD44
1073,HBEGF,CD44
1074,FGF1,CD44
1075,FGF2,CD44
1076,MIF,CD44
1077,LGALS9,CD44
1078,VCAN,CD44
1079,LAMB1,CD44
1080,LAMA4,CD44
1081,LAMA5,CD44
1082,LAMC1,CD44
1083,LAMC2,CD44
1084,COL6A3,CD44
1085,LAMA3,CD44
